sample,altitude_m,ambient_temp_c,air_density_kg_m3,throttle,rpm,egt_c,cht_c,oil_pressure_psi,oil_temperature_c,fuel_flow,engine_load,vibration_rms_g,injection_timing_deg,battery_voltage_v,alternator_current_a,fault_severity,fault,health_state
7012,3672.17,25.59,0.8478,0.78,4737.44,651.8103109827861,153.55466240511288,53.833859388780944,100.49,18.01,0.72,0.04258052342333475,23.22133387055975,14.00340949903233,21.206206537070592,0.4308969945322504,SENSOR_DRIFT,SENSOR_DRIFT
7013,2493.48,27.0,0.9575,0.693,4488.44,653.1887569653087,145.08537601824358,53.64235853116206,98.29,16.37,0.655,0.03901307432759434,23.36637422906935,13.835715681147407,20.112519527622087,0.8041004090960848,SENSOR_DRIFT,SENSOR_DRIFT
7014,1465.54,21.92,1.0617,0.224,2821.61,544.2969404284805,103.80746082415513,40.13202672412274,79.22,5.41,0.216,0.01995358143843304,24.27550120597721,14.061747724948656,13.825648796251627,0.9980889898938714,SENSOR_DRIFT,SENSOR_DRIFT
7015,1252.81,9.58,1.0843,0.83,5064.21,675.9928825485883,152.93999938859653,56.726856392263535,99.13,20.16,0.806,0.05169377862881133,22.60187690980018,14.119031300938806,22.74751363559454,0.4681410578083674,SENSOR_DRIFT,SENSOR_DRIFT
7016,410.46,28.31,1.1775,0.895,5369.21,698.8796067932898,168.66289350077483,59.467205402473354,107.96,22.17,0.887,0.04943615859889283,21.790956717339864,14.140670392349,23.558945873079086,0.5065733926631372,SENSOR_DRIFT,SENSOR_DRIFT
7017,2468.59,27.0,0.9599,0.547,3967.67,621.8023834711983,132.4199988036308,49.689772239717946,92.81,12.95,0.518,0.031348760865496685,23.14103323084589,14.116403343058007,18.622364712259436,0.9136332615238181,SENSOR_DRIFT,SENSOR_DRIFT
7018,4866.33,6.07,0.7468,0.899,5084.32,699.1873979587066,147.7848618436467,59.16420594991673,98.29,20.29,0.812,0.040849209591634926,22.490825150030282,13.996855712019318,22.74164509643176,0.8857784636461326,SENSOR_DRIFT,SENSOR_DRIFT
7019,1176.57,29.81,1.0925,0.854,5157.67,697.8095056919165,161.93686682329493,59.11291792284371,106.18,20.77,0.831,0.04061993842359429,22.78027552429137,13.960325939280544,22.236157452973533,0.7614997128788834,SENSOR_DRIFT,SENSOR_DRIFT
7020,4830.1,9.95,0.7497,0.788,4703.39,647.50472978665,145.50168662314545,53.34898667525407,95.44,17.79,0.711,0.042484018454695884,22.899822865421847,13.890497986048974,20.859364578929515,0.39131022112467134,SENSOR_DRIFT,SENSOR_DRIFT
7021,2995.54,17.99,0.9095,0.536,3905.0,613.0820246449389,127.5099738952435,48.73429542612075,89.45,12.53,0.501,0.03735119902157418,23.900971632702365,14.174600320992536,17.3758296025938,0.8202254498491908,SENSOR_DRIFT,SENSOR_DRIFT
7022,1584.94,34.41,1.0492,0.335,3226.61,546.2327644619883,123.47864398908136,41.131714937468665,87.23,8.07,0.323,0.02833545104544601,23.76782200555745,14.160857378571672,14.968262663856116,0.3658555789991594,SENSOR_DRIFT,SENSOR_DRIFT
7023,2356.73,18.51,0.9709,0.774,4788.71,649.2955817302203,152.39017848986154,53.644478589369,98.91,18.35,0.734,0.04380496223628366,22.848675109480695,13.956242539981384,20.1789755178485,0.31227962117819996,SENSOR_DRIFT,SENSOR_DRIFT
7024,282.21,18.97,1.1922,0.575,4171.16,638.6763008331177,132.7390013109845,51.695873467700316,92.55,14.28,0.571,0.03686787536978146,23.304759566044464,14.022901887513443,19.653322159463634,0.9664559753288757,SENSOR_DRIFT,SENSOR_DRIFT
7025,2161.29,25.3,0.9903,0.874,5163.29,702.8000715311465,159.03565701044556,59.636038413158744,104.89,20.81,0.832,0.048490060655861075,22.964765178365866,13.915152300594805,22.274930165544728,0.8488336207310798,SENSOR_DRIFT,SENSOR_DRIFT
7026,2069.33,5.49,0.9995,0.838,5038.14,687.7649556937897,147.93628672313048,57.92420469530473,97.63,19.99,0.8,0.04117524821270957,22.79053306254975,14.03174907462733,22.138851479657067,0.7286913679023379,SENSOR_DRIFT,SENSOR_DRIFT
7027,955.11,30.01,1.1166,0.827,5071.5,697.0964491548809,159.06245091125422,58.93255874877753,105.33,20.21,0.808,0.04151897004964234,22.126192559736864,14.02227592737196,22.60030839756329,0.8631444698207427,SENSOR_DRIFT,SENSOR_DRIFT
7028,95.2,17.53,1.2139,0.946,5588.31,722.0901673216412,166.90831029763527,62.15806484737587,107.03,23.61,0.944,0.05322832280802744,21.88245028094845,14.14850540128635,24.272463443501838,0.6562771896752728,SENSOR_DRIFT,SENSOR_DRIFT
7029,447.17,28.86,1.1733,0.324,3217.31,565.3483752126283,117.11111868450374,42.90327152505283,85.47,8.01,0.32,0.028879074400684514,24.123871335516466,14.110155465829683,14.669038024614368,0.8314242678749892,SENSOR_DRIFT,SENSOR_DRIFT
7030,104.95,38.02,1.2127,0.391,3483.85,565.1032355208991,130.93786013321926,43.3745341513657,91.02,9.76,0.39,0.029716047354071032,23.667821998441738,14.020905364293982,16.15878297140286,0.39907316024111594,SENSOR_DRIFT,SENSOR_DRIFT
7031,473.91,9.11,1.1702,0.888,5335.19,688.6414016377992,160.02792838816208,58.35179041979853,101.84,21.94,0.878,0.048665144266019714,22.639037351229664,13.942937642885841,22.89940796439319,0.35891894546396863,SENSOR_DRIFT,SENSOR_DRIFT
7032,3395.03,10.76,0.8727,0.382,3347.67,552.2638242455529,115.0781969368386,41.922950788389876,81.41,8.87,0.355,0.029378549008521493,23.944260521146827,13.966360578561885,15.231408232947455,0.3156867097416027,SENSOR_DRIFT,SENSOR_DRIFT
7033,1294.18,39.77,1.0799,0.638,4351.24,640.3606224406402,148.6872021203959,52.14068891853158,100.68,15.47,0.619,0.04021380109516439,23.12979653958043,13.937766125532448,19.156417818316683,0.7373741594999123,SENSOR_DRIFT,SENSOR_DRIFT
7034,828.67,29.53,1.1305,0.267,2993.89,550.2756427898943,112.2943952025973,41.05248156638056,83.32,6.54,0.262,0.025961327635461308,24.119130072333185,13.966211867730062,14.873133138335177,0.846098168132247,SENSOR_DRIFT,SENSOR_DRIFT
7035,4272.4,12.7,0.7958,0.305,3059.19,541.605342414837,107.91375284976893,40.38301448736037,78.96,6.97,0.279,0.024422526347326185,23.88275297585492,14.030603216723426,13.60591924361152,0.5273760394578646,SENSOR_DRIFT,SENSOR_DRIFT
7036,944.19,31.22,1.1178,0.3,3116.07,562.9879054470755,115.12267564799339,42.47630282559512,85.11,7.34,0.294,0.02565834939563707,24.551155910190115,13.958406991083878,13.9382694230073,0.9446799344486263,SENSOR_DRIFT,SENSOR_DRIFT
7037,2176.82,6.13,0.9887,0.406,3469.08,561.2368782254073,115.50125656135575,42.98757462310652,81.3,9.66,0.387,0.03326026524339678,23.733156869252305,13.98401779762539,15.824129674838602,0.33355159209291396,SENSOR_DRIFT,SENSOR_DRIFT
7038,1360.49,32.31,1.0728,0.211,2776.37,531.5481619290314,109.31654775582054,38.87610513913923,81.87,5.11,0.204,0.028012498806434444,24.199833087002588,14.071242119640369,13.47117258429662,0.7600623136283494,SENSOR_DRIFT,SENSOR_DRIFT
7039,3030.56,19.44,0.9063,0.221,2784.27,524.1146484132881,104.64449868918217,38.22051516665893,78.09,5.16,0.206,0.02503187410506051,24.344019770820683,14.06173148351912,13.119729805050659,0.5610707838239657,SENSOR_DRIFT,SENSOR_DRIFT
7040,1978.45,27.61,1.0087,0.582,4112.33,625.2588044025475,137.1835425354198,50.27517757591838,94.52,13.9,0.556,0.03378272450369701,23.292785012820506,14.054858070690845,17.59057132131636,0.7701751447982812,SENSOR_DRIFT,SENSOR_DRIFT
7041,1048.67,20.76,1.1063,0.947,5510.96,720.5169159792089,165.973785761103,61.9089460599429,107.19,23.1,0.924,0.04503866079609953,22.011885974405423,14.094799253404048,24.506576815537816,0.7257356306207384,SENSOR_DRIFT,SENSOR_DRIFT
7042,4.6,23.99,1.2245,0.838,5182.93,681.9074820355719,163.09507922757732,57.48220936575122,104.7,20.94,0.838,0.04235126620483461,22.573885333689248,13.84910009110069,23.13131510339808,0.42666594698915594,SENSOR_DRIFT,SENSOR_DRIFT
7043,2223.1,16.59,0.9841,0.961,5472.14,729.7312266099539,160.8587021058229,62.83650571849241,105.52,22.84,0.914,0.04495763385407989,22.477549143509396,13.859196256209572,23.705217461394177,0.9452195991103325,SENSOR_DRIFT,SENSOR_DRIFT
7044,1962.68,16.46,1.0103,0.872,5168.26,676.3215664980628,159.94449954194155,56.87741573465013,102.29,20.84,0.834,0.05042279622951266,21.692148110189994,14.080009891808604,21.50495330360583,0.33946841204328815,SENSOR_DRIFT,SENSOR_DRIFT
7045,2409.7,31.34,0.9657,0.527,3897.45,614.2874642308111,133.37118933576753,48.83939482347363,93.38,12.48,0.499,0.03386225306282594,23.348038356505292,13.926412149895034,17.417287026180915,0.8580246383889818,SENSOR_DRIFT,SENSOR_DRIFT
7046,3821.53,11.61,0.8347,0.36,3257.57,570.9523453011773,109.36998109732453,43.51112516630377,80.72,8.27,0.331,0.02411948363416076,23.591301302186242,13.974873745060899,14.764076005964455,0.8968507804417161,SENSOR_DRIFT,SENSOR_DRIFT
7047,207.52,16.03,1.2008,0.767,4901.83,659.1780949861128,153.38928631774743,54.795141645697576,99.35,19.09,0.764,0.043343876111827745,22.603940691041217,13.880850013848981,21.837363561846708,0.3562921273289703,SENSOR_DRIFT,SENSOR_DRIFT
7048,1090.52,37.56,1.1018,0.687,4546.28,643.3864381680156,154.09207485407404,52.72321170208573,102.07,16.75,0.67,0.03898190453575706,23.104699733967227,14.075947633157813,20.11385519648026,0.5235951501169112,SENSOR_DRIFT,SENSOR_DRIFT
7049,1524.88,27.68,1.0555,0.884,5244.31,690.1598059669178,165.5244435641126,58.40959078782613,106.46,21.34,0.854,0.0421752915281505,22.86409377802441,13.831648966451644,23.74252072397457,0.5034329774907635,SENSOR_DRIFT,SENSOR_DRIFT
7050,2881.95,21.29,0.9202,0.703,4506.86,634.8816643249326,146.36751404813668,51.81036701265692,96.78,16.49,0.66,0.03971656005735875,23.306159892472884,13.952859435896947,19.94587789587262,0.40577766874009197,SENSOR_DRIFT,SENSOR_DRIFT
7051,805.27,39.44,1.1331,0.508,3893.89,597.8087486314622,140.19048974549622,47.21947713840982,95.77,12.46,0.498,0.03667498878304364,23.125087461405673,14.096677745750052,16.642553281718197,0.5048892410255443,SENSOR_DRIFT,SENSOR_DRIFT
7052,4451.02,25.37,0.7809,0.921,5184.07,709.0268102842772,158.62797036060192,60.31834339001001,105.13,20.95,0.838,0.041637359212997264,23.003875102885566,13.953940090147128,22.622738836389217,0.9391264762441085,SENSOR_DRIFT,SENSOR_DRIFT
7053,3209.03,26.8,0.8897,0.679,4404.32,656.2999962255287,141.42808366868167,53.824201994324035,97.35,15.82,0.633,0.04470573770718629,23.26428813810566,13.773604262028048,18.923185688463494,0.9890163320383911,SENSOR_DRIFT,SENSOR_DRIFT
7054,2758.86,36.36,0.9319,0.484,3728.95,596.1809592176606,133.12718045771203,46.788827871066275,93.11,11.37,0.455,0.03771512277496305,23.588754677646108,14.128268873644084,16.91444325398928,0.719090004826179,SENSOR_DRIFT,SENSOR_DRIFT
7055,1919.89,28.68,1.0146,0.408,3485.46,587.6533050589054,122.43959568871149,45.532054662215224,88.24,9.77,0.391,0.03055783130953415,23.743133780359642,13.838090254276768,15.18398520708817,0.911108234415344,SENSOR_DRIFT,SENSOR_DRIFT
7056,4100.98,29.19,0.8104,0.888,5088.07,690.5536101409316,160.52805457819852,58.2715895788625,105.26,20.32,0.813,0.03919621604064266,22.06342138811896,13.735777648351302,22.295708906032594,0.7156288302431957,SENSOR_DRIFT,SENSOR_DRIFT
7057,4828.49,11.02,0.7499,0.516,3770.35,600.1334167721093,121.76000039705862,47.24698031148464,85.94,11.65,0.466,0.03615662299746713,23.328782749016693,14.105585455266567,17.113887395841903,0.7428331767814096,SENSOR_DRIFT,SENSOR_DRIFT
7058,1835.96,36.84,1.0232,0.563,4051.12,602.0822971644258,143.76900491951668,47.88205966856604,96.64,13.49,0.54,0.03747033057215955,23.44575257403182,14.051061356715248,18.555757455751696,0.36632597284391594,SENSOR_DRIFT,SENSOR_DRIFT
7059,2108.38,34.23,0.9956,0.298,3078.6,547.2431871810486,118.01871889450138,40.9492372980027,85.62,7.1,0.284,0.028711545098183366,23.67568857417434,14.01069482605762,14.428426435831485,0.6306431199383953,SENSOR_DRIFT,SENSOR_DRIFT
7060,4227.8,28.17,0.7996,0.726,4518.14,649.760413426847,147.34583406356995,53.33239702627042,98.96,16.57,0.663,0.03925786848530197,23.072394702274575,13.974307387491955,20.843368181005207,0.6921405425562177,SENSOR_DRIFT,SENSOR_DRIFT
7061,4902.57,32.75,0.7439,0.87,4982.61,663.8201995837219,163.59853486528107,55.37308402654728,105.22,19.62,0.785,0.03572270018275778,22.776492787395966,13.878424366837493,21.055284020372802,0.34044519636737386,SENSOR_DRIFT,SENSOR_DRIFT
7062,3300.17,6.83,0.8814,0.854,5017.55,677.5543437976444,149.67949827987667,56.83191247607865,97.81,19.85,0.794,0.044920751689621445,22.825352669815892,13.975732135944165,22.364392185077843,0.559626992954041,SENSOR_DRIFT,SENSOR_DRIFT
7063,142.25,32.0,1.2084,0.655,4479.82,644.1533311443949,148.862171457263,52.713705370095205,99.7,16.31,0.653,0.03417168068742504,23.435390660241666,14.064528818883801,20.700805624637333,0.6320502965097241,SENSOR_DRIFT,SENSOR_DRIFT
7064,4991.23,30.34,0.7368,0.451,3542.81,571.0775023549536,128.2033551652254,44.051666022964504,89.34,10.15,0.406,0.02922835147291874,23.733706857850013,13.85104285800714,15.38511410205639,0.4437330542827189,SENSOR_DRIFT,SENSOR_DRIFT
7065,1173.95,26.6,1.0928,0.697,4578.92,664.847258380909,145.93865402289353,54.94939179737316,99.13,16.97,0.679,0.041609409925849064,23.643508148841672,13.970711224386319,21.16772832827299,0.9113168779533678,SENSOR_DRIFT,SENSOR_DRIFT
7066,1915.28,27.21,1.0151,0.435,3581.1,575.2044327959371,127.29171521166984,44.510420167979966,88.81,10.4,0.416,0.029893034231171112,23.2864543249702,13.901419568759339,15.646702990473498,0.4779708493361522,SENSOR_DRIFT,SENSOR_DRIFT
7067,2689.4,21.24,0.9386,0.834,4985.27,691.3423706913828,152.91738474979798,58.22571395021926,101.8,19.64,0.786,0.04013849128191352,22.52260788343028,14.104833827017869,21.224569208334447,0.8690897797683872,SENSOR_DRIFT,SENSOR_DRIFT
7068,4228.68,35.23,0.7995,0.381,3322.68,579.1902901920411,121.34609676916811,44.40951355481672,88.49,8.7,0.348,0.03210421261616209,23.824733594240243,14.020800746115043,14.585136867536663,0.9815809977291601,SENSOR_DRIFT,SENSOR_DRIFT
7069,1146.15,31.4,1.0958,0.927,5428.46,695.8587432498359,172.9134765813962,59.21349812982588,109.51,22.56,0.902,0.04766734069198476,22.004575833912607,13.94711785845513,24.05471397637634,0.3755910513099498,SENSOR_DRIFT,SENSOR_DRIFT
7070,2010.46,16.62,1.0054,0.254,2921.61,538.9348493749388,105.5611031811354,39.86309535450748,78.69,6.06,0.243,0.030316960823633422,24.076565833718323,14.049100272585944,14.210720507217172,0.6928903847927783,SENSOR_DRIFT,SENSOR_DRIFT
7071,646.96,38.13,1.1507,0.95,5556.11,727.6474730608242,174.5072200044026,62.70760556444559,112.87,23.4,0.936,0.045843904648748185,22.09145583195845,13.982778084699673,23.770673436829956,0.798623310564078,SENSOR_DRIFT,SENSOR_DRIFT
7072,661.95,20.82,1.149,0.414,3549.37,581.4978361795426,122.00287456274121,45.05791685961554,86.56,10.19,0.408,0.03528321125270721,24.07470371571282,14.072627490683635,16.152590352257704,0.6696464266198289,SENSOR_DRIFT,SENSOR_DRIFT
7073,1977.78,10.07,1.0087,0.2,2727.5,529.630447072568,97.36578387853895,38.59089126052902,74.68,4.79,0.191,0.024363502504863795,24.846807607688447,13.846898016731137,13.432552699562224,0.7976752267848393,SENSOR_DRIFT,SENSOR_DRIFT
7074,3547.03,5.47,0.859,0.992,5487.26,698.8632637536206,161.78338574644988,59.58686322311678,102.35,22.94,0.918,0.04998365480716645,22.09984420135723,14.038215969610059,23.6210886788993,0.3575288063821972,SENSOR_DRIFT,SENSOR_DRIFT
7075,1693.65,23.68,1.0379,0.811,4965.28,677.4770869980287,155.9654131001924,56.762933776749996,102.32,19.51,0.78,0.04719749756843879,22.573149024812096,14.106874260816491,22.103163941916396,0.6277726599419584,SENSOR_DRIFT,SENSOR_DRIFT
7076,1772.93,36.84,1.0297,0.4,3459.4,581.4022128874432,126.52471952175638,44.88414323704383,90.42,9.6,0.384,0.03682700415171076,23.16205690266124,13.992379920196491,15.671218175589924,0.8102464443747177,SENSOR_DRIFT,SENSOR_DRIFT
7077,2220.14,11.28,0.9844,0.482,3740.62,578.6090500348056,124.49349673444785,45.10554810482188,85.71,11.45,0.458,0.03523760528700181,23.69061481888109,14.087744485109514,16.304924982155466,0.3121966403342202,SENSOR_DRIFT,SENSOR_DRIFT
7078,3330.45,26.62,0.8786,0.986,5482.61,706.5261602655786,170.46944297795008,60.3900400401772,108.65,22.91,0.916,0.0511519768028335,21.648723365828886,13.954425761797633,23.42002831397269,0.5044425187297267,SENSOR_DRIFT,SENSOR_DRIFT
7079,2401.84,15.91,0.9665,0.644,4319.7,646.5102902751789,135.082820633469,52.70924458437857,93.19,15.26,0.61,0.03904182721066084,23.134041653246193,14.095231727321535,18.332794325547244,0.910628148287842,SENSOR_DRIFT,SENSOR_DRIFT
7080,898.67,12.19,1.1228,0.621,4310.97,645.2354913719233,133.25173977238893,52.5664369970882,91.98,15.2,0.608,0.0415150131973182,23.33854141410733,14.148618953170146,19.149252369173748,0.8968567572736732,SENSOR_DRIFT,SENSOR_DRIFT
7081,213.31,25.65,1.2001,0.519,3962.44,597.0034598850372,136.07190996271996,47.24694921985966,92.35,12.91,0.516,0.04554886189090944,23.42602271273375,13.95019146001505,17.210645212135386,0.3862275708638499,SENSOR_DRIFT,SENSOR_DRIFT
7082,2914.91,16.87,0.9171,0.595,4117.26,608.6580434455442,135.1639949846211,48.63941783709173,91.35,13.93,0.557,0.0380258237440752,23.68323400325593,13.972207994981373,18.656698093888057,0.4108342973227155,SENSOR_DRIFT,SENSOR_DRIFT
7083,1181.08,12.93,1.092,0.607,4245.36,638.5136279264218,132.49231102734697,51.801889557251116,91.51,14.77,0.591,0.037218010760532244,23.09108491161137,14.061630176353981,19.275948931265695,0.8531090629061635,SENSOR_DRIFT,SENSOR_DRIFT
7084,3527.49,35.91,0.8608,0.416,3463.96,585.4876789019406,125.49650131871411,45.285504601701994,90.18,9.63,0.385,0.030107797680642177,23.743449194432777,13.927763314497266,15.305124162470996,0.8964159291871985,SENSOR_DRIFT,SENSOR_DRIFT
7085,1690.75,15.99,1.0382,0.42,3533.82,591.6847284878737,117.4189895187792,46.005880943857356,84.94,10.09,0.404,0.029124024107403487,23.584628438290697,14.011531861328507,16.229389224255105,0.9251676428063051,SENSOR_DRIFT,SENSOR_DRIFT
7086,4050.82,17.57,0.8147,0.962,5348.34,709.0333749332316,160.80318322010598,60.50713200160053,104.52,22.03,0.881,0.04396705716186753,21.92707538764295,13.940894608433485,23.290196174460885,0.7225114303740091,SENSOR_DRIFT,SENSOR_DRIFT
7087,2447.49,29.61,0.962,0.909,5267.02,709.8010098414371,163.46774550203935,60.494927773659604,107.27,21.49,0.86,0.04854861257216771,22.278671228817338,13.960557757515232,21.984050337670773,0.843328154446962,SENSOR_DRIFT,SENSOR_DRIFT
7088,583.11,18.17,1.1579,0.988,5703.77,732.6065280481389,169.36658217431403,63.39651520458531,108.44,24.37,0.975,0.047448999477191445,22.06193165948552,13.856829932110037,24.43818004593888,0.7016399737652443,SENSOR_DRIFT,SENSOR_DRIFT
7089,464.53,15.12,1.1713,0.336,3261.95,549.6614671181295,114.6998119493298,41.51949360727659,81.82,8.3,0.332,0.036599753693040776,23.82151280983454,14.066316825291812,15.082538282445723,0.3902636654846319,SENSOR_DRIFT,SENSOR_DRIFT
7090,4472.33,16.23,0.7791,0.935,5228.98,709.9166969435421,155.74094940227164,60.46229294679655,102.86,21.24,0.85,0.04349998375552932,22.616791167519544,14.13500070042154,22.249640248862875,0.8960700931332766,SENSOR_DRIFT,SENSOR_DRIFT
7091,2009.85,34.52,1.0055,0.226,2821.93,528.8279814436343,112.43000321297326,38.73031072787067,83.01,5.41,0.216,0.029555620998020178,24.442717374881767,13.945662905880098,12.731414860411002,0.6139519670788357,SENSOR_DRIFT,SENSOR_DRIFT
7092,3249.89,14.19,0.886,0.923,5264.15,707.3761729514847,156.5030773656033,60.24021749812769,102.62,21.47,0.859,0.04906183148931638,22.511231955666048,13.872074783437899,22.23728200058965,0.8015451852479265,SENSOR_DRIFT,SENSOR_DRIFT
7093,2746.08,17.81,0.9331,0.951,5399.12,713.0058587053718,161.9830769599665,60.9931029808896,105.12,22.36,0.895,0.03997869256043871,22.253919902939643,14.086076838032112,23.55505839926234,0.7306655490657284,SENSOR_DRIFT,SENSOR_DRIFT
7094,4627.61,35.9,0.7662,0.566,3949.74,600.8366348538025,139.91156084336222,47.60414641087661,95.29,12.83,0.513,0.03787283542548037,23.263320404871443,14.050757030179577,17.11672116745056,0.48780489334139965,SENSOR_DRIFT,SENSOR_DRIFT
7095,172.17,33.23,1.2049,0.321,3216.07,568.4420789974911,118.59725630019057,43.19034511391662,86.77,8.0,0.32,0.02470882797717148,23.764168222483047,14.022601798962155,14.681044742531165,0.9066528065446011,SENSOR_DRIFT,SENSOR_DRIFT
7096,1267.89,6.32,1.0827,0.598,4207.14,612.740920628339,132.4383509424876,49.16584654196804,89.13,14.52,0.581,0.03596002090931303,23.123074187582397,13.927352031859723,18.790781912442856,0.36816671066386264,SENSOR_DRIFT,SENSOR_DRIFT
7097,4616.09,39.36,0.7672,0.39,3342.63,560.1902698515624,127.47568812798362,42.6608338657827,89.94,8.83,0.353,0.025631852539332874,24.227040221090185,14.132757960285131,14.983081887553418,0.5075945482223383,SENSOR_DRIFT,SENSOR_DRIFT
7098,3821.47,34.24,0.8347,0.456,3594.17,587.5181393922882,128.9297509715184,45.72143913259974,91.05,10.49,0.42,0.03340163888411536,24.138498863958997,13.905853298169447,17.13299825722077,0.7352522030053389,SENSOR_DRIFT,SENSOR_DRIFT
7099,2475.0,14.91,0.9593,0.508,3825.67,602.471417229549,125.12618737910698,47.5610816753878,87.69,12.01,0.48,0.04258303683850498,23.342797553364743,13.861009763473835,18.427733805804145,0.709543272998829,SENSOR_DRIFT,SENSOR_DRIFT
7100,4224.59,25.03,0.7999,0.902,5130.49,702.741537080995,157.7436067117326,59.588353902167164,104.46,20.6,0.824,0.04474770186918305,22.533045240454392,14.129279652372524,23.285437349696476,0.8916749958265702,SENSOR_DRIFT,SENSOR_DRIFT
7101,2833.05,6.31,0.9249,0.988,5524.17,711.5544254268841,161.17596755375732,60.968621174346325,102.99,23.19,0.927,0.04245762987588557,22.53148887494559,13.953950500095367,23.644951684142324,0.5445557202259304,SENSOR_DRIFT,SENSOR_DRIFT
7102,3312.88,32.0,0.8802,0.473,3669.75,577.0179196963576,132.43249774737708,44.83515489079379,91.18,10.99,0.439,0.03453302612192106,23.781234491171688,13.938350681886199,16.63530827523098,0.38331516692769524,SENSOR_DRIFT,SENSOR_DRIFT
7103,287.52,12.69,1.1916,0.59,4226.71,612.2313807641335,136.3272574100039,49.14954621359427,91.25,14.65,0.586,0.03481146779419896,22.890208844031154,13.98690233332482,19.186612179785325,0.32987520252086366,SENSOR_DRIFT,SENSOR_DRIFT
7104,1685.74,29.77,1.0387,0.202,2739.19,513.3100773353958,109.90835946735284,37.158948849097996,80.71,4.86,0.195,0.02491824043176249,24.402670273039057,13.991079189338786,13.141794643665914,0.3680102815563594,SENSOR_DRIFT,SENSOR_DRIFT
7105,1901.92,25.03,1.0165,0.896,5260.81,693.2090764414779,164.24590669137234,58.746959281085836,105.83,21.45,0.858,0.046972046468882575,22.176706696291266,13.859535897469563,23.10991538691119,0.5394616578912517,SENSOR_DRIFT,SENSOR_DRIFT
7106,2756.22,22.5,0.9322,0.477,3705.54,604.7338728908978,124.17235984682176,47.568979553544075,88.7,11.22,0.449,0.03625222999836209,23.370870162201633,14.043992328765105,16.569949831880916,0.9454623915195768,SENSOR_DRIFT,SENSOR_DRIFT
7107,3520.97,8.33,0.8613,0.28,2986.13,543.2743814825947,103.07289985480804,40.39503339668285,76.88,6.49,0.26,0.03173619876598637,23.667242365627825,14.145813973756587,14.133125497339906,0.689344640561749,SENSOR_DRIFT,SENSOR_DRIFT
7108,787.41,30.84,1.1351,0.654,4438.96,655.0177459716331,144.79449293000187,53.743474161089445,98.93,16.05,0.642,0.038459326516834404,23.452961382930134,14.1049472067843,19.62961953951483,0.9123805403227303,SENSOR_DRIFT,SENSOR_DRIFT
7109,197.82,7.15,1.2019,0.792,4993.6,665.4409145917729,151.16852714336068,55.546044032685636,97.66,19.69,0.788,0.04398682171043426,22.949360787890964,13.965357040259288,22.12055632830555,0.3572709365440299,SENSOR_DRIFT,SENSOR_DRIFT
7110,861.28,22.5,1.1269,0.735,4737.99,652.9888194340506,151.85294576477636,53.96073179182409,99.57,18.01,0.721,0.03817337267836645,22.890691553589228,13.847959786230643,21.236864446733964,0.45345443468114877,SENSOR_DRIFT,SENSOR_DRIFT
7111,642.23,30.27,1.1512,0.53,3983.99,607.5697085563553,137.16494163465092,48.318417938528555,93.97,13.05,0.522,0.03711820347688309,23.34342975760594,13.937472931659098,18.508025879824057,0.5822203106720447,SENSOR_DRIFT,SENSOR_DRIFT
7112,1190.1,10.16,1.091,0.275,3016.77,541.2473011020523,105.3020568375766,40.270099830019575,77.75,6.69,0.268,0.029650651122341262,24.330166994737052,14.008384563647274,13.728267177470839,0.589034927693814,SENSOR_DRIFT,SENSOR_DRIFT
7113,622.24,29.8,1.1535,0.852,5190.4,682.30567213893,166.11725862704162,57.53342266390525,106.52,20.99,0.84,0.040877701657206396,23.00855862231926,13.897143375761292,22.455777379813355,0.42461001339105775,SENSOR_DRIFT,SENSOR_DRIFT
7114,1657.93,11.34,1.0416,0.977,5575.06,736.8953424215711,160.7014441461357,63.71055537759753,105.03,23.52,0.941,0.0485142369363848,22.33914207650391,13.804864148531825,23.95690941143946,0.9430703156299436,SENSOR_DRIFT,SENSOR_DRIFT
7115,1152.1,8.65,1.0951,0.223,2826.76,536.7365057863335,98.91219262437114,39.45833386956215,75.3,5.44,0.218,0.027385993066616352,23.753731692088056,13.992184806766156,14.171446657850577,0.8016243825792906,SENSOR_DRIFT,SENSOR_DRIFT
7116,4448.9,15.88,0.781,0.369,3276.32,570.6328005780657,112.08476607631043,43.519905442180445,82.2,8.4,0.336,0.03435316310847178,23.703247770090975,14.00649056702732,16.2134371067161,0.8582598408633855,SENSOR_DRIFT,SENSOR_DRIFT
7117,3246.2,24.26,0.8863,0.644,4278.85,623.4924504698236,141.79450716723744,50.347068230028235,95.27,14.99,0.6,0.036543009880056314,23.089160986195562,13.928801192777296,19.072839289232334,0.49115820588210796,SENSOR_DRIFT,SENSOR_DRIFT
7118,3835.23,7.5,0.8335,0.525,3835.97,593.1113164200572,123.49840726695825,46.664782686119985,85.58,12.08,0.483,0.03780039778376468,24.335208181764916,13.927450640328875,16.528313793077633,0.48882505869183823,SENSOR_DRIFT,SENSOR_DRIFT
7119,473.07,20.66,1.1703,0.951,5572.08,736.1147339005913,165.142094238153,63.62746732349604,107.8,23.5,0.94,0.052365325246351194,21.669767646994444,13.887017624735302,23.661494937243138,0.932554522937463,SENSOR_DRIFT,SENSOR_DRIFT
